4,49,4096,16,0,729,0,0
0,0,4225,49,0,81,0,0
16,16,11664,169,0,1225,0,0
1,36,8649,144,0,4225,0,0
0,81,1849,169,0,2025,0,0
9,1,4356,1,0,121,0,0
1,144,2704,121,0,484,0,0
16,36,36,49,0,49,0,0
4,144,144,1,4,9,0,0
1,1,81,25,0,0,0,0
0,36,36,9,1,169,0,0
1,100,64,121,1,289,0,0
0,100,225,25,0,4,0,0
1,16,289,144,1,9,0,0
4,81,3969,16,0,441,0,0
4,16,3844,529,1,529,0,0
1,64,4096,25,0,100,0,0
16,4,16129,121,0,729,0,0
9,144,11664,0,0,2704,0,0
0,4,484,36,0,900,0,0
0,25,5329,16,1,121,0,0
0,0,1600,25,0,196,0,0
4,16,121,0,1,16,0,0
0,100,9,16,0,0,0,0
0,16,16,4,0,225,0,0
4,36,361,1,0,169,0,0
9,4,625,121,0,0,0,0
4,64,400,4,1,1,0,0
1,25,25,196,0,4,0,0
1,0,2916,4,0,9,0,0
4,0,3136,81,1,576,0,0
0,64,3025,25,0,256,0,0
9,4,13689,36,0,169,0,0
9,25,12996,169,0,1369,0,0
4,121,2025,256,0,729,0,0
1,144,3136,9,0,25,0,0
4,1,3364,225,0,144,0,0
0,81,729,25,0,1,0,0
1,16,1089,49,1,4,0,0
1,9,169,0,0,81,0,0
0,1,100,0,0,4,0,0
4,100,169,25,0,49,0,0
0,1,961,121,0,100,0,0
0,100,64,81,0,0,0,0
4,64,1296,25,0,64,0,0
4,1,3721,121,1,1089,0,0
0,25,1600,25,0,100,0,0
16,9,15376,121,0,1600,0,0
4,16,16900,121,0,2916,0,0
1,9,1849,100,0,529,0,0
0,9,6400,9,1,169,0,0
1,81,3969,4,0,36,0,0
0,36,16,9,0,25,0,0
1,196,25,9,0,49,0,0
4,1,256,9,1,1,0,0
0,4,441,4,0,49,0,0
0,1,256,36,1,16,0,0
1,9,81,196,0,16,0,0
0,1,121,1,1,36,0,0
9,49,2401,81,0,169,0,0
4,16,3364,9,0,676,0,0
16,144,1681,81,0,225,0,0
0,49,15129,225,0,324,0,0
0,169,15129,441,0,2809,0,0
9,9,1024,100,0,1225,0,0
1,16,5625,0,0,121,0,0
0,121,1936,100,0,256,0,0
0,16,4,25,0,1,0,0
0,4,400,49,0,49,0,0
0,9,121,64,0,16,0,0
0,0,36,289,0,0,0,0
0,0,529,25,0,100,0,0
0,0,676,1,0,16,0,0
9,4,121,0,0,0,0,0
4,0,2809,81,0,361,0,0
1,0,3721,16,0,400,0,0
1,4,3364,81,0,4,0,0
0,4,15376,196,0,169,0,0
1,1,10816,49,0,2116,0,0
0,25,1225,729,0,1936,0,0
1,16,3249,100,0,0,0,0
0,1,196,121,0,16,0,0
1,36,625,0,0,16,0,0
0,4,256,25,0,361,0,0
0,1,1156,1,1,529,0,0
1,0,676,64,0,36,0,0
4,0,64,0,0,36,0,0
1,16,121,9,1,121,0,0
1,4,0,1,0,25,0,0
0,1,1296,25,0,196,0,0
4,121,2401,0,0,529,0,0
0,81,2916,25,0,4,0,0
9,4,11025,4,0,324,0,0
1,9,8649,100,0,2025,0,0
4,25,576,81,4,1521,0,0
0,4,5776,81,0,289,0,0
0,16,100,4,0,225,0,0
0,49,361,25,0,16,0,0
0,64,0,16,0,4,0,0
4,196,2704,4,1,400,0,0
4,16,5329,144,0,784,0,0
1,1,2025,9,1,0,0,0
9,4,16641,64,0,961,0,0
1,64,16384,100,0,1764,0,0
4,0,2116,16,0,529,0,0
0,49,3600,100,0,36,0,0
9,0,2500,1,0,36,0,0
0,9,400,16,0,4,0,0
1,0,676,81,0,81,0,0
1,1,529,64,0,64,0,0
0,1,100,36,1,1,0,0
4,1,49,36,0,49,0,0
4,16,256,4,0,4,0,0
1,0,196,0,0,1,0,0
0,1,2025,4,0,225,0,0
9,4,3136,4,0,625,0,0
0,4,1936,49,1,64,0,0
9,16,14641,9,0,1225,0,0
0,0,13689,121,0,1521,0,0
0,0,1764,81,0,169,0,0
0,1,4489,49,0,0,0,0
0,0,1156,81,0,25,0,0
1,9,361,49,0,4,0,0
1,25,144,9,0,9,0,0
4,16,1764,9,1,225,0,0
9,0,5329,36,0,1600,0,0
0,36,2116,169,0,169,0,0
0,64,8836,9,0,441,0,0
4,49,3481,64,0,441,0,0
16,16,11664,144,0,2209,0,0
1,9,2116,196,0,1600,0,0
4,1,9409,9,0,100,0,0
4,81,4624,1,0,121,0,0
0,4,25,9,0,1,0,0
1,16,529,121,0,225,0,0
0,16,484,0,0,144,0,0
9,81,2809,64,0,100,0,0
4,100,12996,324,1,400,0,0
0,16,9604,256,0,1156,0,0
0,36,961,100,0,1024,0,0
0,225,5476,100,0,100,0,0
9,256,289,49,0,1,0,0
4,81,1681,9,0,64,0,0
0,4,484,1,0,144,0,0
4,49,961,9,0,441,0,0
4,0,3025,25,0,441,0,0
1,49,2116,0,0,1,0,0
16,169,15625,16,0,441,0,0
0,100,13225,196,0,2809,0,0
1,144,2601,400,0,1936,0,0
0,36,3025,9,0,25,0,0
1,16,16,196,0,4,0,0
0,1,16,0,0,0,0,0
0,16,49,4,0,25,0,0
1,16,2401,64,1,100,0,0
16,144,3364,0,0,441,0,0
0,0,1764,64,0,0,0,0
16,81,9604,16,1,484,0,0
1,36,11449,0,0,841,0,0
1,25,441,49,1,441,0,0
0,49,6561,4,0,100,0,0
4,121,4,9,0,256,0,0
1,289,144,0,0,81,0,0
4,100,16,81,0,49,0,0
1,1,2704,36,0,144,0,0
1,64,2809,0,0,441,0,0
0,0,1369,36,1,81,0,0
1,9,10201,121,0,289,0,0
1,9,10609,25,1,1089,0,0
0,16,529,36,0,400,0,0
0,49,4900,4,0,225,0,0
1,1,2209,64,0,81,0,0
9,0,196,4,0,16,0,0
4,9,900,1,0,9,0,0
4,16,36,16,0,144,0,0
1,0,64,1,0,256,0,0
0,49,121,16,0,16,0,0
1,9,225,49,0,64,0,0
0,9,400,64,1,100,0,0
4,1,3136,4,0,400,0,0
9,1,3600,529,0,961,0,0
1,144,2116,1,1,81,0,0
9,9,17689,121,0,1225,0,0
1,0,16641,16,0,2500,0,0
4,81,1296,49,0,576,0,0
0,16,5929,36,0,1,0,0
4,25,400,9,0,0,0,0
9,25,36,100,0,49,0,0
9,36,0,9,0,169,0,0
0,64,2809,0,0,324,0,0
16,36,4356,25,0,784,0,0
1,100,2116,16,0,49,0,0
9,256,14161,36,0,676,0,0
1,1,13225,81,4,1089,0,0
1,49,2116,625,1,2116,0,0
0,4,6241,1,0,169,0,0
0,0,3249,225,0,1521,0,0
0,9,25,25,0,49,0,0
0,9,324,16,0,169,0,0
0,0,225,0,1,81,0,0
0,1,1,0,0,289,0,0
0,0,25,0,0,1,0,0
9,9,64,25,0,1,0,0
1,0,1,36,1,81,0,0
36,81,1444,121,0,64,0,0
1,25,3969,36,0,100,0,0
16,16,484,100,1,16,0,0
4,64,10609,0,1,36,0,0
1,0,10201,9,4,484,0,0
0,1,676,36,0,625,0,0
0,4,4624,25,1,64,0,0
0,0,4356,121,0,121,0,0
0,9,225,16,0,0,0,0
0,1,1,0,0,9,0,0
0,64,1,16,1,4,0,0
0,36,36,9,0,169,0,0
1,100,529,0,0,9,0,0
0,4,324,49,0,784,0,0
1,9,121,169,0,81,0,0
4,4,3136,1,0,121,0,0
9,0,3600,169,0,1225,0,0
1,81,1089,36,0,49,0,0
25,144,8281,4,0,1225,0,0
0,81,9216,196,0,1225,0,0
4,16,529,100,1,100,0,0
4,64,6561,0,0,225,0,0
0,36,1369,0,1,64,0,0
1,0,961,64,0,441,0,0
1,0,1,64,0,196,0,0
9,36,2025,0,0,400,0,0
0,9,5184,0,0,625,0,0
0,64,9,25,0,49,0,0
0,4,324,16,0,9,0,0
1,0,16,1,0,64,0,0
9,1,1600,64,0,256,0,0
4,9,5184,25,0,529,0,0
9,4,1936,256,0,9,0,0
25,4,15625,0,0,1089,0,0
9,16,10000,64,0,1849,0,0
4,81,289,100,0,625,0,0
1,16,5184,81,0,81,0,0
0,1,0,0,0,0,0,0
1,1,4,144,0,16,0,0
1,16,0,25,0,4,0,0
4,64,1764,9,0,196,0,0
9,25,3600,4,0,841,0,0
1,49,841,4,0,9,0,0
1,169,6241,16,0,625,0,0
1,121,8649,4,0,961,0,0
0,81,1521,121,1,361,0,0
0,0,5184,4,0,49,0,0
0,4,169,1,0,64,0,0
1,4,4,36,0,4,0,0
0,25,324,9,0,0,0,0
0,9,2401,324,0,324,0,0
4,4,2304,289,0,576,0,0
0,16,64,0,0,144,0,0
0,16,324,100,0,1,0,0
4,36,64,25,0,9,0,0
1,9,1225,196,0,441,0,0
0,4,3600,4,0,256,0,0
1,4,2916,49,0,25,0,0
9,0,14161,16,1,225,0,0
1,81,7744,25,0,1089,0,0
4,9,729,441,0,1225,0,0
0,1,3136,16,0,64,0,0
1,1,121,225,0,25,0,0
1,25,1,16,0,16,0,0
0,36,225,169,0,100,0,0
16,0,1089,0,0,81,0,0
1,1,4096,81,0,441,0,0
9,49,900,4,0,4,0,0
1,100,7921,49,0,169,0,0
1,0,5776,169,1,1089,0,0
0,169,484,25,0,676,0,0
0,9,4624,64,0,1024,0,0
1,49,1849,49,0,729,0,0
1,25,144,1,0,25,0,0
1,49,49,0,0,16,0,0
4,25,144,4,0,36,0,0
4,169,64,64,0,9,0,0
0,100,144,256,0,100,0,0
1,9,256,1,0,4,0,0
9,4,441,256,0,25,0,0
4,4,3844,49,0,100,0,0
1,25,3969,196,0,625,0,0
4,0,2601,9,1,36,0,0
16,1,15376,289,0,529,0,0
0,0,15876,4,0,1849,0,0
4,0,3969,9,0,1156,0,0
0,1,2601,49,0,36,0,0
0,1,3364,1,1,4,0,0
0,1,1024,64,0,144,0,0
4,0,1296,9,0,576,0,0
0,9,64,25,1,1,0,0
4,1,9,36,0,25,0,0
0,0,36,16,0,784,0,0
1,9,100,64,0,16,0,0
1,0,529,1,0,225,0,0
4,1,3721,1,0,289,0,0
0,25,81,1,0,576,0,0
1,100,625,81,0,64,0,0
0,25,9604,16,0,324,0,0
4,64,10000,529,0,2401,0,0
0,49,900,400,0,625,0,0
0,1,3721,16,0,100,0,0
9,36,49,729,0,81,0,0
0,16,49,0,1,0,0,0
16,121,900,64,0,4,0,0
1,25,3969,4,0,441,0,0
0,81,2704,4,0,900,0,0
1,81,1600,0,0,49,0,0
9,4,15625,81,0,529,0,0
9,121,17161,256,0,1764,0,0
1,0,1936,100,1,1444,0,0
4,25,4900,1,0,1,0,0
0,1,2116,25,0,225,0,0
1,0,81,4,0,0,0,0
1,0,1369,0,0,36,0,0
0,1,324,49,0,25,0,0
0,49,9,64,0,16,0,0
9,0,121,1,0,64,0,0
4,0,144,121,0,36,0,0
0,0,64,64,1,49,0,0
25,16,3481,225,0,4,0,0
0,4,5929,0,1,225,0,0
9,25,576,4,0,49,0,0
0,0,10000,36,1,625,0,0
0,169,10201,256,0,1521,0,0
1,361,1024,16,0,256,0,0
0,25,4096,81,1,49,0,0
0,36,676,1,0,196,0,0
1,49,81,100,0,729,0,0
0,4,324,0,0,196,0,0
1,25,5041,4,0,144,0,0
4,4,4096,36,0,729,0,0
1,9,16,1,0,4,0,0
0,1,576,25,0,484,0,0
1,16,324,0,0,144,0,0
1,81,1444,49,0,49,0,0
0,4,729,196,0,196,0,0
1,4,1,25,0,1,0,0
1,0,0,64,0,0,0,0
1,25,49,25,1,49,0,0
0,0,529,4,0,121,0,0
9,1,3600,0,0,289,0,0
1,9,121,16,0,0,0,0
9,49,10201,4,0,100,0,0
0,49,11881,625,1,1764,0,0
1,256,1296,169,0,961,0,0
0,16,7396,784,1,361,0,0
4,25,16,0,1,16,0,0
1,81,25,1,0,1,0,0
4,4,25,1,0,0,0,0
9,64,1444,196,0,49,0,0
1,64,4225,100,1,576,0,0
1,289,484,9,0,49,0,0
4,0,8464,1,0,961,0,0
4,49,11449,16,1,1681,0,0
1,16,1369,196,1,289,0,0
0,0,9409,4,0,225,0,0
4,100,9,9,0,81,0,0
4,64,841,9,0,4,0,0
4,16,289,16,0,0,0,0
1,400,1089,49,0,81,0,0
0,9,2500,64,0,1024,0,0
1,324,2916,289,0,169,0,0
